timestamp,diet_style,expected_kcal,actual_kcal,expected_protein,actual_protein,expected_carbs,actual_actual_carbs,expected_fat,actual_fat,meals_count,correction_count
2025-12-28 12:18:19,,3285,3285,144.0,174.0,431.0,331.0,109.0,125.0,5,"VALIDATION FAILED: | Protein mismatch: 174.0 vs target 144.0 | Carbs mismatch: 331.0 vs target 431.0 | Fat mismatch: 125.0 vs target 109.0 |  | ACTIONABLE GUIDANCE: | → Decrease total protein by 30.0 (20.8%). | → Increase total carbs by 100.0 (23.2%). | → Decrease total fat by 16.0 (14.7%). |  | PER-MEAL TARGETS (machine-readable JSON follows): | { |   ""global"": { |     ""actual"": { |       ""calories"": 3285, |       ""protein"": 174.0, |       ""carbs"": 331.0, |       ""fat"": 125.0 |     }, |     ""target"": { |       ""calories"": 3285, |       ""protein"": 144.0, |       ""carbs"": 431.0, |       ""fat"": 109.0 |     }, |     ""diffs"": { |       ""calories"": 0, |       ""protein"": -30.0, |       ""carbs"": 100.0, |       ""fat"": -16.0 |     } |   }, |   ""per_meal_targets"": [ |     { |       ""meal_index"": 0, |       ""meal_name"": ""Greek Yogurt Parfait with Granola and Berries"", |       ""type"": ""breakfast"", |       ""targets"": { |         ""calories"": 520.0, |         ""protein"": 23.2, |         ""carbs"": 84.6, |         ""fat"": 12.2 |       } |     }, |     { |       ""meal_index"": 1, |       ""meal_name"": ""Apple Slices with Almond Butter"", |       ""type"": ""morning_snack"", |       ""targets"": { |         ""calories"": 265.0, |         ""protein"": 5.0, |         ""carbs"": 39.1, |         ""fat"": 14.0 |       } |     }, |     { |       ""meal_index"": 2, |       ""meal_name"": ""Grilled Chicken Quinoa Bowl with Roasted Vegetables"", |       ""type"": ""lunch"", |       ""targets"": { |         ""calories"": 850.0, |         ""protein"": 45.5, |         ""carbs"": 104.2, |         ""fat"": 26.2 |       } |     }, |     { |       ""meal_index"": 3, |       ""meal_name"": ""Protein Smoothie with Banana and Peanut Butter"", |       ""type"": ""afternoon_snack"", |       ""targets"": { |         ""calories"": 380.0, |         ""protein"": 24.8, |         ""carbs"": 45.6, |         ""fat"": 14.0 |       } |     }, |     { |       ""meal_index"": 4, |       ""meal_name"": ""Salmon with Sweet Potato Mash and Steamed Broccoli"", |       ""type"": ""dinner"", |       ""targets"": { |         ""calories"": 1270.0, |         ""protein"": 45.5, |         ""carbs"": 157.5, |         ""fat"": 42.6 |       } |     } |   ] | }"
2025-12-28 12:18:30,,3285,3285,144.0,144.0,431.0,431.0,109.0,109.0,5,OK
2025-12-28 12:20:38,,3285,3285,144.0,159.0,431.0,301.0,109.0,139.0,5,"VALIDATION FAILED: | Protein mismatch: 159.0 vs target 144.0 | Carbs mismatch: 301.0 vs target 431.0 | Fat mismatch: 139.0 vs target 109.0 |  | ACTIONABLE GUIDANCE: | → Decrease total protein by 15.0 (10.4%). | → Increase total carbs by 130.0 (30.2%). | → Decrease total fat by 30.0 (27.5%). |  | PER-MEAL TARGETS (machine-readable JSON follows): | { |   ""global"": { |     ""actual"": { |       ""calories"": 3285, |       ""protein"": 159.0, |       ""carbs"": 301.0, |       ""fat"": 139.0 |     }, |     ""target"": { |       ""calories"": 3285, |       ""protein"": 144.0, |       ""carbs"": 431.0, |       ""fat"": 109.0 |     }, |     ""diffs"": { |       ""calories"": 0, |       ""protein"": -15.0, |       ""carbs"": 130.0, |       ""fat"": -30.0 |     } |   }, |   ""per_meal_targets"": [ |     { |       ""meal_index"": 0, |       ""meal_name"": ""Scrambled Eggs with Spinach and Whole Grain Toast"", |       ""type"": ""breakfast"", |       ""targets"": { |         ""calories"": 645.0, |         ""protein"": 29.4, |         ""carbs"": 83.0, |         ""fat"": 22.7 |       } |     }, |     { |       ""meal_index"": 1, |       ""meal_name"": ""Greek Yogurt with Mixed Berries and Almonds"", |       ""type"": ""morning_snack"", |       ""targets"": { |         ""calories"": 315.0, |         ""protein"": 16.3, |         ""carbs"": 40.1, |         ""fat"": 12.5 |       } |     }, |     { |       ""meal_index"": 2, |       ""meal_name"": ""Grilled Turkey and Avocado Wrap with Hummus"", |       ""type"": ""lunch"", |       ""targets"": { |         ""calories"": 825.0, |         ""protein"": 40.8, |         ""carbs"": 103.1, |         ""fat"": 29.8 |       } |     }, |     { |       ""meal_index"": 3, |       ""meal_name"": ""Protein-Packed Trail Mix"", |       ""type"": ""afternoon_snack"", |       ""targets"": { |         ""calories"": 375.0, |         ""protein"": 10.9, |         ""carbs"": 45.8, |         ""fat"": 17.3 |       } |     }, |     { |       ""meal_index"": 4, |       ""meal_name"": ""Baked Cod with Quinoa Pilaf and Roasted Asparagus"", |       ""type"": ""dinner"", |       ""targets"": { |         ""calories"": 1125.0, |         ""protein"": 46.6, |         ""carbs"": 159.0, |         ""fat"": 26.7 |       } |     } |   ] | }"
2025-12-28 12:20:51,,3285,3285,144.0,144.0,431.0,431.0,109.0,109.0,5,OK
2025-12-28 12:22:06,,3285,3285,144.0,144.5,431.0,433.5,109.0,128.9,5,"VALIDATION FAILED: | Carbs mismatch: 433.5 vs target 431.0 | Fat mismatch: 128.9 vs target 109.0 |  | ACTIONABLE GUIDANCE: | → Decrease total carbs by 2.5 (0.6%). | → Decrease total fat by 19.9 (18.3%). |  | PER-MEAL TARGETS (machine-readable JSON follows): | { |   ""global"": { |     ""actual"": { |       ""calories"": 3285, |       ""protein"": 144.5, |       ""carbs"": 433.5, |       ""fat"": 128.9 |     }, |     ""target"": { |       ""calories"": 3285, |       ""protein"": 144.0, |       ""carbs"": 431.0, |       ""fat"": 109.0 |     }, |     ""diffs"": { |       ""calories"": 0, |       ""protein"": -0.5, |       ""carbs"": -2.5, |       ""fat"": -19.900000000000006 |     } |   }, |   ""per_meal_targets"": [ |     { |       ""meal_index"": 0, |       ""meal_name"": ""Overnight Chia Pudding with Mango and Coconut"", |       ""type"": ""breakfast"", |       ""targets"": { |         ""calories"": 670.0, |         ""protein"": 20.4, |         ""carbs"": 77.7, |         ""fat"": 27.1 |       } |     }, |     { |       ""meal_index"": 1, |       ""meal_name"": ""Hummus with Veggie Sticks and Whole Grain Crackers"", |       ""type"": ""morning_snack"", |       ""targets"": { |         ""calories"": 320.0, |         ""protein"": 12.3, |         ""carbs"": 38.3, |         ""fat"": 12.0 |       } |     }, |     { |       ""meal_index"": 2, |       ""meal_name"": ""Mediterranean Quinoa-Stuffed Bell Peppers"", |       ""type"": ""lunch"", |       ""targets"": { |         ""calories"": 830.0, |         ""protein"": 32.6, |         ""carbs"": 101.8, |         ""fat"": 26.9 |       } |     }, |     { |       ""meal_index"": 3, |       ""meal_name"": ""Greek-Style Yogurt with Nuts and Dried Fruit"", |       ""type"": ""afternoon_snack"", |       ""targets"": { |         ""calories"": 355.0, |         ""protein"": 22.0, |         ""carbs"": 28.4, |         ""fat"": 15.6 |       } |     }, |     { |       ""meal_index"": 4, |       ""meal_name"": ""Beef and Black Bean Chili with Avocado"", |       ""type"": ""dinner"", |       ""targets"": { |         ""calories"": 1110.0, |         ""protein"": 56.7, |         ""carbs"": 184.8, |         ""fat"": 27.4 |       } |     } |   ] | }"
2025-12-28 12:22:20,,3285,3285,144.0,144.0,431.0,431.0,109.0,109.0,5,OK
2025-12-28 12:23:24,,3285,3285,144.0,128.0,431.0,341.0,109.0,139.0,5,"VALIDATION FAILED: | Protein mismatch: 128.0 vs target 144.0 | Carbs mismatch: 341.0 vs target 431.0 | Fat mismatch: 139.0 vs target 109.0 |  | ACTIONABLE GUIDANCE: | → Increase total protein by 16.0 (11.1%). | → Increase total carbs by 90.0 (20.9%). | → Decrease total fat by 30.0 (27.5%). |  | PER-MEAL TARGETS (machine-readable JSON follows): | { |   ""global"": { |     ""actual"": { |       ""calories"": 3285, |       ""protein"": 128.0, |       ""carbs"": 341.0, |       ""fat"": 139.0 |     }, |     ""target"": { |       ""calories"": 3285, |       ""protein"": 144.0, |       ""carbs"": 431.0, |       ""fat"": 109.0 |     }, |     ""diffs"": { |       ""calories"": 0, |       ""protein"": 16.0, |       ""carbs"": 90.0, |       ""fat"": -30.0 |     } |   }, |   ""per_meal_targets"": [ |     { |       ""meal_index"": 0, |       ""meal_name"": ""Tofu Scramble with Spinach and Whole Grain Toast"", |       ""type"": ""breakfast"", |       ""targets"": { |         ""calories"": 650.0, |         ""protein"": 36.0, |         ""carbs"": 75.8, |         ""fat"": 22.0 |       } |     }, |     { |       ""meal_index"": 1, |       ""meal_name"": ""Protein-Packed Trail Mix"", |       ""type"": ""morning_snack"", |       ""targets"": { |         ""calories"": 320.0, |         ""protein"": 13.5, |         ""carbs"": 27.8, |         ""fat"": 17.3 |       } |     }, |     { |       ""meal_index"": 2, |       ""meal_name"": ""Mediterranean Chickpea and Quinoa Bowl"", |       ""type"": ""lunch"", |       ""targets"": { |         ""calories"": 920.0, |         ""protein"": 40.5, |         ""carbs"": 151.7, |         ""fat"": 25.1 |       } |     }, |     { |       ""meal_index"": 3, |       ""meal_name"": ""Apple Slices with Tahini Dip"", |       ""type"": ""afternoon_snack"", |       ""targets"": { |         ""calories"": 215.0, |         ""protein"": 6.8, |         ""carbs"": 37.9, |         ""fat"": 7.8 |       } |     }, |     { |       ""meal_index"": 4, |       ""meal_name"": ""Lentil Walnut Bolognese with Zucchini Noodles"", |       ""type"": ""dinner"", |       ""targets"": { |         ""calories"": 1180.0, |         ""protein"": 47.2, |         ""carbs"": 137.8, |         ""fat"": 36.8 |       } |     } |   ] | }"
2025-12-28 12:23:35,,3285,3285,144.0,144.0,431.0,431.0,109.0,109.0,5,OK
2025-12-28 12:25:09,,3285,3285,144.0,164.0,431.0,290.0,109.0,154.0,5,"VALIDATION FAILED: | Protein mismatch: 164.0 vs target 144.0 | Carbs mismatch: 290.0 vs target 431.0 | Fat mismatch: 154.0 vs target 109.0 |  | ACTIONABLE GUIDANCE: | → Decrease total protein by 20.0 (13.9%). | → Increase total carbs by 141.0 (32.7%). | → Decrease total fat by 45.0 (41.3%). |  | PER-MEAL TARGETS (machine-readable JSON follows): | { |   ""global"": { |     ""actual"": { |       ""calories"": 3285, |       ""protein"": 164.0, |       ""carbs"": 290.0, |       ""fat"": 154.0 |     }, |     ""target"": { |       ""calories"": 3285, |       ""protein"": 144.0, |       ""carbs"": 431.0, |       ""fat"": 109.0 |     }, |     ""diffs"": { |       ""calories"": 0, |       ""protein"": -20.0, |       ""carbs"": 141.0, |       ""fat"": -45.0 |     } |   }, |   ""per_meal_targets"": [ |     { |       ""meal_index"": 0, |       ""meal_name"": ""Muesli Bowl with Greek Yogurt and Mixed Berries"", |       ""type"": ""breakfast"", |       ""targets"": { |         ""calories"": 650.0, |         ""protein"": 24.6, |         ""carbs"": 126.3, |         ""fat"": 14.2 |       } |     }, |     { |       ""meal_index"": 1, |       ""meal_name"": ""Avocado and Chickpea Salad with Lemon-Tahini Dressing"", |       ""type"": ""morning_snack"", |       ""targets"": { |         ""calories"": 420.0, |         ""protein"": 12.3, |         ""carbs"": 52.0, |         ""fat"": 18.4 |       } |     }, |     { |       ""meal_index"": 2, |       ""meal_name"": ""Beef and Sweet Potato Stir Fry with Broccoli"", |       ""type"": ""lunch"", |       ""targets"": { |         ""calories"": 830.0, |         ""protein"": 39.5, |         ""carbs"": 111.5, |         ""fat"": 24.8 |       } |     }, |     { |       ""meal_index"": 3, |       ""meal_name"": ""Protein-Packed Cottage Cheese Bowl with Nuts and Seeds"", |       ""type"": ""afternoon_snack"", |       ""targets"": { |         ""calories"": 390.0, |         ""protein"": 22.8, |         ""carbs"": 22.3, |         ""fat"": 17.7 |       } |     }, |     { |       ""meal_index"": 4, |       ""meal_name"": ""Herb-Crusted Salmon with Wild Rice Pilaf and Roasted Brussels Sprouts"", |       ""type"": ""dinner"", |       ""targets"": { |         ""calories"": 995.0, |         ""protein"": 44.8, |         ""carbs"": 118.9, |         ""fat"": 33.9 |       } |     } |   ] | }"
2025-12-28 12:25:23,,3285,3285,144.0,144.0,431.0,431.0,109.0,109.0,5,OK
